Vardas              Pavarde             Galutinis      
Vardas1794          Pavarde1794         4.15
Vardas1795          Pavarde1795         3.84
Vardas1796          Pavarde1796         4.16
Vardas1797          Pavarde1797         2.60
Vardas1801          Pavarde1801         3.85
Vardas1802          Pavarde1802         4.80
Vardas1805          Pavarde1805         3.55
Vardas1807          Pavarde1807         4.51
Vardas1811          Pavarde1811         2.63
Vardas1812          Pavarde1812         2.73
Vardas1819          Pavarde1819         2.65
Vardas1822          Pavarde1822         3.41
Vardas1823          Pavarde1823         3.91
Vardas1830          Pavarde1830         2.17
Vardas1834          Pavarde1834         4.75
Vardas1835          Pavarde1835         3.49
Vardas1837          Pavarde1837         3.68
Vardas1842          Pavarde1842         4.31
Vardas1845          Pavarde1845         3.75
Vardas1846          Pavarde1846         2.84
Vardas1847          Pavarde1847         2.89
Vardas1851          Pavarde1851         3.65
Vardas1852          Pavarde1852         4.09
Vardas1853          Pavarde1853         4.77
Vardas1856          Pavarde1856         4.48
Vardas1857          Pavarde1857         3.15
Vardas1860          Pavarde1860         3.81
Vardas1862          Pavarde1862         2.49
Vardas1864          Pavarde1864         4.35
Vardas1865          Pavarde1865         3.20
Vardas1866          Pavarde1866         4.67
Vardas1868          Pavarde1868         3.57
Vardas1869          Pavarde1869         4.95
Vardas1872          Pavarde1872         4.69
Vardas1873          Pavarde1873         4.13
Vardas1874          Pavarde1874         2.41
Vardas1878          Pavarde1878         2.39
Vardas1879          Pavarde1879         3.31
Vardas1882          Pavarde1882         2.68
Vardas1884          Pavarde1884         4.35
Vardas1885          Pavarde1885         4.69
Vardas1887          Pavarde1887         4.17
Vardas1888          Pavarde1888         3.36
Vardas1890          Pavarde1890         3.36
Vardas1891          Pavarde1891         4.51
Vardas1894          Pavarde1894         3.65
Vardas1895          Pavarde1895         4.45
Vardas1896          Pavarde1896         3.88
Vardas1897          Pavarde1897         3.99
Vardas1898          Pavarde1898         4.35
Vardas1899          Pavarde1899         3.33
Vardas1900          Pavarde1900         4.87
Vardas1905          Pavarde1905         4.88
Vardas1906          Pavarde1906         3.16
Vardas1913          Pavarde1913         2.75
Vardas1917          Pavarde1917         3.23
Vardas1922          Pavarde1922         3.37
Vardas1925          Pavarde1925         4.37
Vardas1926          Pavarde1926         4.92
Vardas1930          Pavarde1930         4.69
Vardas1935          Pavarde1935         4.61
Vardas1937          Pavarde1937         4.95
Vardas1938          Pavarde1938         4.97
Vardas1941          Pavarde1941         4.40
Vardas1942          Pavarde1942         2.92
Vardas1944          Pavarde1944         2.81
Vardas1948          Pavarde1948         4.48
Vardas1951          Pavarde1951         3.04
Vardas1952          Pavarde1952         3.28
Vardas1953          Pavarde1953         2.60
Vardas1956          Pavarde1956         3.55
Vardas1957          Pavarde1957         3.04
Vardas1959          Pavarde1959         4.92
Vardas1962          Pavarde1962         3.68
Vardas1963          Pavarde1963         4.01
Vardas1967          Pavarde1967         3.23
Vardas1970          Pavarde1970         4.56
Vardas1971          Pavarde1971         3.80
Vardas1973          Pavarde1973         4.53
Vardas1975          Pavarde1975         3.05
Vardas1977          Pavarde1977         3.96
Vardas1979          Pavarde1979         2.49
Vardas1980          Pavarde1980         4.93
Vardas1981          Pavarde1981         4.60
Vardas1985          Pavarde1985         4.75
Vardas1994          Pavarde1994         3.80
Vardas1995          Pavarde1995         3.00
Vardas1997          Pavarde1997         4.91
Vardas1998          Pavarde1998         4.96
Vardas1999          Pavarde1999         3.95
Vardas2002          Pavarde2002         4.08
Vardas2003          Pavarde2003         3.80
Vardas2004          Pavarde2004         2.55
Vardas2006          Pavarde2006         3.80
Vardas2007          Pavarde2007         2.97
Vardas2012          Pavarde2012         3.11
Vardas2013          Pavarde2013         2.60
Vardas2015          Pavarde2015         3.71
Vardas2017          Pavarde2017         3.47
Vardas2018          Pavarde2018         3.01
Vardas2019          Pavarde2019         3.67
Vardas2020          Pavarde2020         4.04
Vardas2028          Pavarde2028         3.28
Vardas2029          Pavarde2029         4.77
Vardas2031          Pavarde2031         2.79
Vardas2035          Pavarde2035         4.81
Vardas2036          Pavarde2036         3.15
Vardas2042          Pavarde2042         3.20
Vardas2043          Pavarde2043         2.36
Vardas2044          Pavarde2044         4.01
Vardas2047          Pavarde2047         2.71
Vardas2049          Pavarde2049         4.49
Vardas2052          Pavarde2052         4.35
Vardas2057          Pavarde2057         4.23
Vardas2059          Pavarde2059         4.45
Vardas2063          Pavarde2063         3.80
Vardas2067          Pavarde2067         2.89
Vardas2068          Pavarde2068         3.91
Vardas2072          Pavarde2072         4.15
Vardas2074          Pavarde2074         4.97
Vardas2078          Pavarde2078         3.75
Vardas2080          Pavarde2080         3.92
Vardas2083          Pavarde2083         4.87
Vardas2086          Pavarde2086         4.89
Vardas2090          Pavarde2090         3.21
Vardas2091          Pavarde2091         4.88
Vardas2092          Pavarde2092         3.44
Vardas2098          Pavarde2098         4.83
Vardas2099          Pavarde2099         3.91
Vardas2106          Pavarde2106         4.01
Vardas2107          Pavarde2107         4.24
Vardas2108          Pavarde2108         4.71
Vardas2110          Pavarde2110         2.81
Vardas2111          Pavarde2111         3.49
Vardas2113          Pavarde2113         2.49
Vardas2114          Pavarde2114         4.28
Vardas2119          Pavarde2119         3.39
Vardas2123          Pavarde2123         3.65
Vardas2124          Pavarde2124         2.56
Vardas2130          Pavarde2130         3.41
Vardas2131          Pavarde2131         2.52
Vardas2132          Pavarde2132         4.29
Vardas2133          Pavarde2133         4.77
Vardas2134          Pavarde2134         4.48
Vardas2135          Pavarde2135         3.08
Vardas2137          Pavarde2137         3.72
Vardas2138          Pavarde2138         4.52
Vardas2140          Pavarde2140         4.77
Vardas2141          Pavarde2141         4.21
Vardas2142          Pavarde2142         3.41
Vardas2144          Pavarde2144         4.09
Vardas2145          Pavarde2145         3.00
Vardas2147          Pavarde2147         4.15
Vardas2148          Pavarde2148         4.87
Vardas2150          Pavarde2150         4.99
Vardas2152          Pavarde2152         4.17
Vardas2155          Pavarde2155         3.17
Vardas2158          Pavarde2158         4.31
Vardas2159          Pavarde2159         2.63
Vardas2162          Pavarde2162         3.72
Vardas2163          Pavarde2163         3.43
Vardas2164          Pavarde2164         3.77
Vardas2165          Pavarde2165         2.87
Vardas2167          Pavarde2167         4.81
Vardas2169          Pavarde2169         4.48
Vardas2177          Pavarde2177         3.96
Vardas2182          Pavarde2182         4.45
Vardas2183          Pavarde2183         2.84
Vardas2185          Pavarde2185         3.63
Vardas2186          Pavarde2186         2.28
Vardas2189          Pavarde2189         3.77
Vardas2196          Pavarde2196         3.85
Vardas2198          Pavarde2198         4.28
Vardas2199          Pavarde2199         3.57
Vardas2200          Pavarde2200         3.69
Vardas2203          Pavarde2203         3.04
Vardas2205          Pavarde2205         4.99
Vardas2211          Pavarde2211         3.52
Vardas2212          Pavarde2212         4.57
Vardas2215          Pavarde2215         2.52
Vardas2217          Pavarde2217         2.33
Vardas2218          Pavarde2218         4.75
Vardas2219          Pavarde2219         4.95
Vardas2223          Pavarde2223         3.91
Vardas2227          Pavarde2227         4.20
Vardas2229          Pavarde2229         2.76
Vardas2230          Pavarde2230         3.95
Vardas2231          Pavarde2231         3.63
Vardas2233          Pavarde2233         3.99
Vardas2239          Pavarde2239         3.57
Vardas2241          Pavarde2241         4.63
Vardas2242          Pavarde2242         2.81
Vardas2248          Pavarde2248         3.25
Vardas2250          Pavarde2250         3.41
Vardas2251          Pavarde2251         2.89
Vardas2260          Pavarde2260         3.45
Vardas2263          Pavarde2263         4.16
Vardas2268          Pavarde2268         2.73
Vardas2269          Pavarde2269         3.47
Vardas2271          Pavarde2271         4.75
Vardas2272          Pavarde2272         3.83
Vardas2273          Pavarde2273         2.84
Vardas2274          Pavarde2274         3.11
Vardas2280          Pavarde2280         2.57
Vardas2282          Pavarde2282         3.71
Vardas2283          Pavarde2283         4.93
Vardas2284          Pavarde2284         2.60
Vardas2286          Pavarde2286         4.36
Vardas2288          Pavarde2288         2.28
Vardas2292          Pavarde2292         3.96
Vardas2293          Pavarde2293         3.73
Vardas2294          Pavarde2294         3.41
Vardas2295          Pavarde2295         4.88
Vardas2296          Pavarde2296         3.39
Vardas2297          Pavarde2297         3.23
Vardas2298          Pavarde2298         2.92
Vardas2300          Pavarde2300         4.43
Vardas2302          Pavarde2302         3.76
Vardas2305          Pavarde2305         3.31
Vardas2307          Pavarde2307         3.52
